# Spectral Data
# f in Hz A in dBV
Hz dBV
279.785156 -15.020149
281.250000 -14.997145
282.714844 -14.974335
284.179687 -14.959660
285.644531 -14.900165
287.109375 -14.919175
288.574219 -14.978309
290.039062 -15.051671
291.503906 -15.121433
292.968750 -15.166601
294.433594 -15.162406
295.898437 -15.158841
297.363281 -15.136656
298.828125 -15.155136
300.292969 -15.186434
301.757812 -15.204195
303.222656 -15.177276
304.687500 -15.183911
306.152344 -15.169498
307.617187 -15.183561
309.082031 -15.208333
310.546875 -15.236216
312.011719 -15.223957
313.476562 -15.265625
314.941406 -15.293078
316.406250 -15.269928
317.871094 -15.246589
319.335937 -15.235773
320.800781 -15.236421
322.265625 -15.202186
323.730469 -15.174848
325.195312 -15.166102
326.660156 -15.188197
328.125000 -15.181395
329.589844 -15.162683
331.054687 -15.166449
332.519531 -15.196976
333.984375 -15.217628
335.449219 -15.211973
336.914062 -15.242704
338.378906 -15.267842
339.843750 -15.270764
341.308594 -15.259543
342.773437 -15.233829
344.238281 -15.219391
345.703125 -15.173472
347.167969 -15.116821
348.632812 -15.060204
350.097656 -15.020687
351.562500 -14.958110
353.027344 -14.843255
354.492187 -14.770459
355.957031 -14.749877
357.421875 -14.790935
358.886719 -14.815091
360.351562 -14.829277
361.816406 -14.859088
363.281250 -14.840884
364.746094 -14.800479
366.210937 -14.831190
367.675781 -14.922398
369.140625 -14.984439
370.605469 -15.002639
372.070312 -14.965600
373.535156 -14.929400
375.000000 -14.915619
376.464844 -14.935517
377.929687 -14.916870
379.394531 -14.875338
380.859375 -14.886914
382.324219 -14.926704
383.789062 -14.958619
385.253906 -14.929833
386.718750 -14.858562
388.183594 -14.860510
389.648437 -14.830076
391.113281 -14.821938
392.578125 -14.818603
394.042969 -14.787719
395.507812 -14.776040
396.972656 -14.806179
398.437500 -14.859224
399.902344 -14.943791
401.367187 -14.912992
402.832031 -14.871232
404.296875 -14.852966
405.761719 -14.800711
407.226562 -14.830097
408.691406 -14.862748
410.156250 -14.903424
411.621094 -14.881023
413.085937 -14.860914
414.550781 -14.886766
416.015625 -14.925458
417.480469 -14.982026
418.945312 -14.996119
420.410156 -15.012344
421.875000 -14.978925
423.339844 -14.979966
424.804687 -14.976032
426.269531 -14.953691
427.734375 -14.937518
429.199219 -14.914414
430.664062 -14.898355
432.128906 -14.909330
433.593750 -14.904637
435.058594 -14.859341
436.523437 -14.821858
437.988281 -14.816956
439.453125 -14.840019
440.917969 -14.905879
442.382812 -14.931551
443.847656 -14.948507
445.312500 -14.957315
446.777344 -14.962708
448.242187 -14.959279
449.707031 -14.976118
451.171875 -14.958943
452.636719 -14.887534
454.101562 -14.757729
455.566406 -14.692671
457.031250 -14.722008
458.496094 -14.836651
459.960937 -14.942270
461.425781 -15.008921
462.890625 -14.996549
464.355469 -14.985025
465.820312 -14.988841
467.285156 -14.959832
468.750000 -14.963813
470.214844 -14.904158
471.679687 -14.899158
473.144531 -14.900940
474.609375 -14.848906
476.074219 -14.804283
477.539062 -14.812484
479.003906 -14.873761
480.468750 -14.889497
481.933594 -14.941140
483.398437 -14.959876
484.863281 -14.981784
486.328125 -15.002628
487.792969 -14.986382
489.257812 -14.958831
490.722656 -14.924504
492.187500 -14.919779
493.652344 -14.916625
495.117187 -14.949242
496.582031 -14.962884
498.046875 -14.955165
499.511719 -14.956127
500.976562 -14.980790
502.441406 -15.013497
503.906250 -15.017682
505.371094 -14.968866
506.835937 -14.974244
508.300781 -14.941300
509.765625 -14.899098
511.230469 -14.881912
512.695312 -14.900233
514.160156 -14.912839
515.625000 -14.946873
517.089844 -14.979354
518.554687 -15.008940
520.019531 -15.051378
521.484375 -15.078990
522.949219 -15.042952
524.414062 -15.007503
525.878906 -14.988524
527.343750 -14.957197
528.808594 -14.957643
530.273437 -14.989294
531.738281 -15.074290
533.203125 -15.091988
534.667969 -15.084726
536.132812 -15.118594
537.597656 -15.153552
539.062500 -15.189469
540.527344 -15.190528
541.992187 -15.173378
543.457031 -15.178132
544.921875 -15.165173
546.386719 -15.114103
547.851562 -15.103409
549.316406 -15.065115
550.781250 -15.039258
552.246094 -15.007320
553.710937 -14.994949
555.175781 -14.970948
556.640625 -14.973621
558.105469 -15.052147
559.570312 -15.154666
561.035156 -15.223556
562.500000 -15.205299
563.964844 -15.185758
565.429687 -15.153672
566.894531 -15.161342
568.359375 -15.174439
569.824219 -15.223043
571.289062 -15.226492
572.753906 -15.244243
574.218750 -15.246913
575.683594 -15.249243
577.148437 -15.218895
578.613281 -15.216060
580.078125 -15.209814
581.542969 -15.229230
583.007812 -15.202847
584.472656 -15.168714
585.937500 -15.112795
587.402344 -15.093079
588.867187 -15.099123
590.332031 -15.169947
591.796875 -15.199622
593.261719 -15.229956
594.726562 -15.235358
596.191406 -15.214944
597.656250 -15.245720
599.121094 -15.228830
600.585937 -15.231044
602.050781 -15.238379
603.515625 -15.239400
604.980469 -15.283166
606.445312 -15.340901
607.910156 -15.335839
609.375000 -15.372540
610.839844 -15.413192
612.304687 -15.373417
613.769531 -15.323639
615.234375 -15.275425
616.699219 -15.263429
618.164062 -15.250132
619.628906 -15.267253
621.093750 -15.268460
622.558594 -15.248096
624.023437 -15.281112
625.488281 -15.332221
626.953125 -15.325418
628.417969 -15.289986
629.882812 -15.286293
631.347656 -15.279109
632.812500 -15.259318
634.277344 -15.219471
635.742187 -15.190152
637.207031 -15.173940
638.671875 -15.185223
640.136719 -15.193695
641.601562 -15.229764
643.066406 -15.250337
644.531250 -15.272403
645.996094 -15.274543
647.460937 -15.258597
648.925781 -15.256870
650.390625 -15.235247
651.855469 -15.174024
653.320312 -15.177223
654.785156 -15.166174
656.250000 -15.136456
657.714844 -15.134069
659.179687 -15.172512
660.644531 -15.200877
662.109375 -15.271783
663.574219 -15.292622
665.039062 -15.301750
666.503906 -15.322372
667.968750 -15.334441
669.433594 -15.342618
670.898437 -15.354524
672.363281 -15.332675
673.828125 -15.351229
675.292969 -15.355035
676.757812 -15.410555
678.222656 -15.454251
679.687500 -15.404830
681.152344 -15.387011
682.617187 -15.381831
684.082031 -15.380513
685.546875 -15.413772
687.011719 -15.445245
688.476562 -15.487407
689.941406 -15.484309
691.406250 -15.482493
692.871094 -15.439923
694.335937 -15.407051
695.800781 -15.395723
697.265625 -15.401745
698.730469 -15.391471
700.195312 -15.385299
701.660156 -15.398126
703.125000 -15.406516
704.589844 -15.389331
706.054687 -15.427444
707.519531 -15.431758
708.984375 -15.425674
710.449219 -15.446452
711.914062 -15.474679
713.378906 -15.525805
714.843750 -15.589171
716.308594 -15.586641
717.773437 -15.587684
719.238281 -15.595326
720.703125 -15.593172
722.167969 -15.615338
723.632812 -15.574624
725.097656 -15.560847
726.562500 -15.509680
728.027344 -15.507550
729.492187 -15.529643
730.957031 -15.584285
732.421875 -15.614860
733.886719 -15.607152
735.351562 -15.623970
736.816406 -15.634898
738.281250 -15.635034
739.746094 -15.616940
741.210937 -15.600624
742.675781 -15.597813
744.140625 -15.580082
745.605469 -15.576345
747.070312 -15.593973
748.535156 -15.552722
750.000000 -15.480380
751.464844 -15.305891
752.929687 -15.187352
754.394531 -15.086647
755.859375 -15.058162
757.324219 -15.117664
758.789062 -15.246047
760.253906 -15.409334
761.718750 -15.531305
763.183594 -15.610576
764.648437 -15.608558
766.113281 -15.611633
767.578125 -15.588454
769.042969 -15.592371
770.507812 -15.545033
771.972656 -15.570368
773.437500 -15.590781
774.902344 -15.607064
776.367187 -15.585898
777.832031 -15.577243
779.296875 -15.646981
780.761719 -15.643249
782.226562 -15.638178
783.691406 -15.638564
785.156250 -15.600507
786.621094 -15.619703
788.085937 -15.571874
789.550781 -15.611286
791.015625 -15.679298
792.480469 -15.708989
793.945312 -15.715225
795.410156 -15.608697
796.875000 -15.524976
798.339844 -15.528546
799.804687 -15.581650
801.269531 -15.617491
802.734375 -15.636778
804.199219 -15.671623
805.664062 -15.730237
807.128906 -15.773552
808.593750 -15.735681
810.058594 -15.737674
811.523437 -15.668612
812.988281 -15.636890
814.453125 -15.624980
815.917969 -15.617883
817.382812 -15.666109
818.847656 -15.717725
820.312500 -15.769734
821.777344 -15.723650
823.242187 -15.688064
824.707031 -15.715984
826.171875 -15.662500
827.636719 -15.612160
829.101562 -15.623609
830.566406 -15.595214
832.031250 -15.627422
833.496094 -15.660074
834.960937 -15.659803
836.425781 -15.679097
837.890625 -15.684159
839.355469 -15.704955
840.820312 -15.718154
842.285156 -15.682697
843.750000 -15.641373
845.214844 -15.621050
846.679687 -15.658638
848.144531 -15.666164
849.609375 -15.682085
851.074219 -15.664447
852.539062 -15.590643
854.003906 -15.506291
855.468750 -15.462831
856.933594 -15.474423
858.398437 -15.560124
859.863281 -15.633947
861.328125 -15.726790
862.792969 -15.760758
864.257812 -15.731995
865.722656 -15.702384
867.187500 -15.673970
868.652344 -15.662891
870.117187 -15.630239
871.582031 -15.635438
873.046875 -15.621477
874.511719 -15.608270
875.976562 -15.627590
877.441406 -15.594709
878.906250 -15.585837
880.371094 -15.570807
881.835937 -15.572389
883.300781 -15.580299
884.765625 -15.577057
886.230469 -15.550639
887.695312 -15.574831
889.160156 -15.662833
890.625000 -15.649592
892.089844 -15.622710
893.554687 -15.602035
895.019531 -15.636141
896.484375 -15.626822
897.949219 -15.619872
899.414062 -15.644022
900.878906 -15.667616
902.343750 -15.723701
903.808594 -15.699232
905.273437 -15.664368
906.738281 -15.666367
908.203125 -15.666335
909.667969 -15.664598
911.132812 -15.710565
912.597656 -15.689029
914.062500 -15.715661
915.527344 -15.695117
916.992187 -15.691870
918.457031 -15.680548
919.921875 -15.686535
921.386719 -15.704471
922.851562 -15.700725
924.316406 -15.678341
925.781250 -15.681353
927.246094 -15.673534
928.710937 -15.678921
930.175781 -15.737279
931.640625 -15.809987
933.105469 -15.801069
934.570312 -15.750958
936.035156 -15.720745
937.500000 -15.773855
938.964844 -15.798507
940.429687 -15.835160
941.894531 -15.810615
943.359375 -15.803824
944.824219 -15.849649
946.289062 -15.854314
947.753906 -15.900403
949.218750 -15.839508
950.683594 -15.793809
952.148437 -15.721682
953.613281 -15.607086
955.078125 -15.562192
956.542969 -15.593833
958.007812 -15.711401
959.472656 -15.791427
960.937500 -15.861916
962.402344 -15.888155
963.867187 -15.879557
965.332031 -15.850720
966.796875 -15.826943
968.261719 -15.809572
969.726562 -15.762745
971.191406 -15.739539
972.656250 -15.739934
974.121094 -15.730753
975.585937 -15.749772
977.050781 -15.812438
978.515625 -15.826443
979.980469 -15.817046
981.445312 -15.848172
982.910156 -15.855113
984.375000 -15.785814
985.839844 -15.756446
987.304687 -15.786946
988.769531 -15.817096
990.234375 -15.794719
991.699219 -15.768299
993.164062 -15.787708
994.628906 -15.828947
996.093750 -15.887351
997.558594 -15.934677
