# Spectral Data
# f in Hz	A in dBV
175.781250	-13.614648
177.246094	-13.631992
178.710937	-13.630799
180.175781	-13.591036
181.640625	-13.572009
183.105469	-13.580378
184.570312	-13.598056
186.035156	-13.628461
187.500000	-13.617635
188.964844	-13.620496
190.429687	-13.638085
191.894531	-13.652287
193.359375	-13.675512
194.824219	-13.670358
196.289062	-13.634846
197.753906	-13.601082
199.218750	-13.534634
200.683594	-13.472996
202.148437	-13.415578
203.613281	-13.378835
205.078125	-13.336044
206.542969	-13.310791
208.007812	-13.286436
209.472656	-13.217339
210.937500	-13.154947
212.402344	-13.108036
213.867187	-13.090161
215.332031	-13.069731
216.796875	-13.036578
218.261719	-12.991705
219.726562	-12.948761
221.191406	-12.870959
222.656250	-12.817556
224.121094	-12.748852
225.585937	-12.749967
227.050781	-12.713765
228.515625	-12.629536
229.980469	-12.589558
231.445312	-12.567836
232.910156	-12.522124
234.375000	-12.468915
235.839844	-12.440714
237.304687	-12.399598
238.769531	-12.369069
240.234375	-12.326463
241.699219	-12.255556
243.164062	-12.180174
244.628906	-12.147997
246.093750	-12.115927
247.558594	-12.048352
249.023437	-11.962260
250.488281	-11.919503
251.953125	-11.871791
253.417969	-11.745770
254.882812	-11.666995
256.347656	-11.593143
257.812500	-11.490407
259.277344	-11.429134
260.742187	-11.374569
262.207031	-11.307126
263.671875	-11.304146
265.136719	-11.339795
266.601562	-11.385031
268.066406	-11.496305
269.531250	-11.626790
270.996094	-11.813617
272.460937	-11.963399
273.925781	-12.117005
275.390625	-12.299575
276.855469	-12.447815
278.320312	-12.550401
279.785156	-12.642071
281.250000	-12.764309
282.714844	-12.858569
284.179687	-12.912494
285.644531	-13.023919
287.109375	-13.128728
288.574219	-13.225467
290.039062	-13.302616
291.503906	-13.376831
292.968750	-13.481067
294.433594	-13.630606
295.898437	-13.632221
297.363281	-13.695556
298.828125	-13.740269
300.292969	-13.817906
301.757812	-13.897342
303.222656	-13.986930
304.687500	-14.081668
306.152344	-14.112739
307.617187	-14.150769
309.082031	-14.243032
310.546875	-14.270702
312.011719	-14.272582
313.476562	-14.350260
314.941406	-14.401123
316.406250	-14.416316
317.871094	-14.432993
319.335937	-14.487273
320.800781	-14.535043
322.265625	-14.574156
323.730469	-14.564248
325.195312	-14.566572
326.660156	-14.557262
328.125000	-14.590691
329.589844	-14.640462
331.054687	-14.657814
332.519531	-14.646799
333.984375	-14.636826
335.449219	-14.637593
336.914062	-14.667259
338.378906	-14.690057
339.843750	-14.716961
341.308594	-14.756373
342.773437	-14.807015
344.238281	-14.802729
345.703125	-14.787704
347.167969	-14.816484
348.632812	-14.763282
350.097656	-14.733747
351.562500	-14.642405
353.027344	-14.477943
354.492187	-14.323398
355.957031	-14.285539
357.421875	-14.337197
358.886719	-14.467901
360.351562	-14.554515
361.816406	-14.565249
363.281250	-14.506936
364.746094	-14.444920
366.210937	-14.408967
367.675781	-14.385430
369.140625	-14.339002
370.605469	-14.254098
372.070312	-14.192066
373.535156	-14.152829
375.000000	-14.109365
376.464844	-14.058200
377.929687	-13.940236
379.394531	-13.835206
380.859375	-13.690187
382.324219	-13.567352
383.789062	-13.443974
385.253906	-13.313948
386.718750	-13.217422
388.183594	-13.073684
389.648437	-12.974572
391.113281	-12.908620
392.578125	-12.870437
394.042969	-12.894283
395.507812	-12.978061
396.972656	-13.094741
398.437500	-13.228979
399.902344	-13.356530
401.367187	-13.459676
402.832031	-13.576808
404.296875	-13.678020
405.761719	-13.770209
407.226562	-13.856529
408.691406	-13.926117
410.156250	-13.990658
411.621094	-14.036768
413.085937	-14.047368
414.550781	-14.062830
416.015625	-14.067854
417.480469	-14.104552
418.945312	-14.150084
420.410156	-14.159233
421.875000	-14.180849
423.339844	-14.152470
424.804687	-14.174224
426.269531	-14.169175
427.734375	-14.147402
429.199219	-14.099271
430.664062	-14.097514
432.128906	-14.114750
433.593750	-14.135243
435.058594	-14.129529
436.523437	-14.134170
437.988281	-14.124540
439.453125	-14.144884
440.917969	-14.131666
442.382812	-14.146725
443.847656	-14.096645
445.312500	-14.073207
446.777344	-14.053824
448.242187	-14.011975
449.707031	-14.003206
451.171875	-13.994712
452.636719	-13.894277
454.101562	-13.814295
455.566406	-13.767425
457.031250	-13.741564
458.496094	-13.802678
459.960937	-13.860438
461.425781	-13.852045
462.890625	-13.851027
464.355469	-13.875035
465.820312	-13.839350
467.285156	-13.843899
468.750000	-13.827202
470.214844	-13.785763
471.679687	-13.826627
473.144531	-13.789159
474.609375	-13.746697
476.074219	-13.740556
477.539062	-13.709714
479.003906	-13.701484
480.468750	-13.688481
481.933594	-13.685231
483.398437	-13.684994
484.863281	-13.688490
486.328125	-13.726487
487.792969	-13.758517
489.257812	-13.787527
490.722656	-13.774438
492.187500	-13.774698
493.652344	-13.794052
495.117187	-13.758289
496.582031	-13.782992
498.046875	-13.809293
499.511719	-13.746722
500.976562	-13.712915
502.441406	-13.704116
503.906250	-13.719003
505.371094	-13.663132
506.835937	-13.629186
508.300781	-13.566728
509.765625	-13.517934
511.230469	-13.508982
512.695312	-13.490750
514.160156	-13.392502
515.625000	-13.311270
517.089844	-13.184895
518.554687	-13.126507
520.019531	-13.080378
521.484375	-13.019161
522.949219	-12.998055
524.414062	-13.045652
525.878906	-13.147205
527.343750	-13.267184
528.808594	-13.399378
530.273437	-13.563057
531.738281	-13.687705
533.203125	-13.807671
534.667969	-13.895032
536.132812	-13.988123
537.597656	-14.118769
539.062500	-14.240867
540.527344	-14.345597
541.992187	-14.420528
543.457031	-14.492039
544.921875	-14.573099
546.386719	-14.637138
547.851562	-14.733352
549.316406	-14.755380
550.781250	-14.745745
552.246094	-14.693775
553.710937	-14.526412
555.175781	-14.448621
556.640625	-14.430102
558.105469	-14.546825
559.570312	-14.721421
561.035156	-14.915332
562.500000	-15.028123
563.964844	-15.086769
565.429687	-15.164866
566.894531	-15.162608
568.359375	-15.157296
569.824219	-15.158564
571.289062	-15.184606
572.753906	-15.227204
574.218750	-15.303810
575.683594	-15.334106
577.148437	-15.337667
578.613281	-15.327000
580.078125	-15.337331
581.542969	-15.342279
583.007812	-15.321606
584.472656	-15.321913
585.937500	-15.322947
587.402344	-15.307792
588.867187	-15.286350
590.332031	-15.275439
591.796875	-15.265609
593.261719	-15.292857
594.726562	-15.281776
596.191406	-15.305321
597.656250	-15.315447
599.121094	-15.328534
600.585937	-15.327209
602.050781	-15.376320
603.515625	-15.373119
604.980469	-15.312519
606.445312	-15.254641
607.910156	-15.271929
609.375000	-15.237128
610.839844	-15.225204
612.304687	-15.219803
613.769531	-15.143885
615.234375	-15.059427
616.699219	-14.987514
618.164062	-14.939815
619.628906	-14.901828
621.093750	-14.900862
622.558594	-14.969786
624.023437	-14.977024
625.488281	-14.881377
626.953125	-14.793330
628.417969	-14.729989
629.882812	-14.627850
631.347656	-14.561667
632.812500	-14.486842
634.277344	-14.408578
635.742187	-14.326564
637.207031	-14.222596
638.671875	-14.110782
640.136719	-13.997792
641.601562	-13.907137
643.066406	-13.804422
644.531250	-13.658062
645.996094	-13.560715
647.460937	-13.500900
648.925781	-13.495064
650.390625	-13.514473
651.855469	-13.490421
653.320312	-13.527529
654.785156	-13.564345
656.250000	-13.604566
657.714844	-13.677679
659.179687	-13.735968
660.644531	-13.820734
662.109375	-13.929063
663.574219	-14.050467
665.039062	-14.033894
666.503906	-14.051598
667.968750	-14.080370
669.433594	-14.133394
670.898437	-14.220636
672.363281	-14.233580
673.828125	-14.259767
675.292969	-14.285292
676.757812	-14.282202
678.222656	-14.321799
679.687500	-14.356291
681.152344	-14.350688
682.617187	-14.327687
684.082031	-14.287823
685.546875	-14.298334
687.011719	-14.281334
688.476562	-14.250317
689.941406	-14.287738
691.406250	-14.303469
692.871094	-14.323131
694.335937	-14.319679
695.800781	-14.359524
697.265625	-14.428386
698.730469	-14.512695
700.195312	-14.535693
701.660156	-14.544378
703.125000	-14.546101
704.589844	-14.502697
706.054687	-14.502353
707.519531	-14.512217
708.984375	-14.532339
710.449219	-14.606031
711.914062	-14.648579
713.378906	-14.608194
714.843750	-14.549568
716.308594	-14.494463
717.773437	-14.521065
719.238281	-14.521839
720.703125	-14.584913
722.167969	-14.634155
723.632812	-14.645411
725.097656	-14.683364
726.562500	-14.701651
728.027344	-14.745538
729.492187	-14.787056
730.957031	-14.847834
732.421875	-14.839916
733.886719	-14.834844
735.351562	-14.834649
736.816406	-14.838762
738.281250	-14.832234
739.746094	-14.817942
741.210937	-14.848742
742.675781	-14.879172
744.140625	-14.914800
745.605469	-14.880893
747.070312	-14.907684
748.535156	-14.909078
750.000000	-14.924667
751.464844	-14.791975
752.929687	-14.665897
754.394531	-14.504931
755.859375	-14.414902
757.324219	-14.469764
758.789062	-14.616367
760.253906	-14.771271
761.718750	-14.825436
763.183594	-14.781694
764.648437	-14.729776
766.113281	-14.673937
767.578125	-14.608036
769.042969	-14.553159
770.507812	-14.487487
771.972656	-14.442209
773.437500	-14.353952
774.902344	-14.286075
776.367187	-14.256886
777.832031	-14.208799
779.296875	-14.187906
780.761719	-14.148963
782.226562	-14.194851
783.691406	-14.285540
785.156250	-14.389358
786.621094	-14.524423
788.085937	-14.648572
789.550781	-14.737702
791.015625	-14.842474
792.480469	-14.936387
793.945312	-15.005563
795.410156	-15.059800
796.875000	-15.118703
798.339844	-15.208051
799.804687	-15.234525
801.269531	-15.299216
802.734375	-15.364965
804.199219	-15.387265
805.664062	-15.414881
807.128906	-15.475559
808.593750	-15.552370
810.058594	-15.643153
811.523437	-15.701274
812.988281	-15.761165
814.453125	-15.766149
815.917969	-15.780131
817.382812	-15.803351
818.847656	-15.814104
820.312500	-15.802700
821.777344	-15.819212
823.242187	-15.836081
824.707031	-15.836153
826.171875	-15.856551
827.636719	-15.883613
829.101562	-15.869967
830.566406	-15.923962
832.031250	-15.940643
833.496094	-15.961584
834.960937	-15.971349
836.425781	-16.001772
837.890625	-16.042270
839.355469	-16.078202
840.820312	-16.084716
842.285156	-16.075089
843.750000	-16.004776
845.214844	-15.942141
846.679687	-15.904643
848.144531	-15.917102
849.609375	-15.872845
851.074219	-15.703421
852.539062	-15.392884
854.003906	-15.109339
855.468750	-14.965858
856.933594	-14.998689
858.398437	-15.197996
859.863281	-15.478261
861.328125	-15.720332
862.792969	-15.795883
864.257812	-15.772940
865.722656	-15.704719
867.187500	-15.657263
868.652344	-15.646527
870.117187	-15.597010
871.582031	-15.562216
873.046875	-15.557948
874.511719	-15.559016
875.976562	-15.515398
877.441406	-15.447929
878.906250	-15.441718
880.371094	-15.400484
881.835937	-15.376469
883.300781	-15.318720
884.765625	-15.291627
886.230469	-15.213386
887.695312	-15.168859
889.160156	-15.081033
890.625000	-15.000439
892.089844	-14.867262
893.554687	-14.750787
895.019531	-14.646878
896.484375	-14.570570
897.949219	-14.465515
899.414062	-14.383338
900.878906	-14.281526
902.343750	-14.187008
903.808594	-14.118560
905.273437	-14.020703
906.738281	-13.931706
908.203125	-13.850057
909.667969	-13.842437
911.132812	-13.843392
912.597656	-13.905562
914.062500	-13.998379
915.527344	-14.108174
916.992187	-14.194473
918.457031	-14.271071
919.921875	-14.306465
921.386719	-14.386424
922.851562	-14.425389
924.316406	-14.456845
925.781250	-14.498443
927.246094	-14.583064
928.710937	-14.624491
930.175781	-14.669604
931.640625	-14.753962
933.105469	-14.756700
934.570312	-14.762024
936.035156	-14.811727
937.500000	-14.813593
938.964844	-14.825910
940.429687	-14.861760
941.894531	-14.920625
943.359375	-14.979934
944.824219	-15.013484
946.289062	-15.048883
947.753906	-15.117895
949.218750	-15.172387
950.683594	-15.147505
952.148437	-15.070190
953.613281	-14.978779
955.078125	-14.879593
956.542969	-14.879584
958.007812	-14.982322
959.472656	-15.163140
960.937500	-15.313421
962.402344	-15.382834
963.867187	-15.462441
965.332031	-15.488177
966.796875	-15.511868
968.261719	-15.521721
969.726562	-15.509936
971.191406	-15.530067
972.656250	-15.552961
974.121094	-15.601632
975.585937	-15.622260
977.050781	-15.631798
978.515625	-15.697486
979.980469	-15.753755
981.445312	-15.765028
982.910156	-15.746485
984.375000	-15.757503
985.839844	-15.793394
987.304687	-15.820141
988.769531	-15.836665
990.234375	-15.838643
991.699219	-15.845026
993.164062	-15.835679
994.628906	-15.835999
996.093750	-15.842127
997.558594	-15.831357

