# Spectral Data
# f in Hz	A in dBV
660.644531	-15.217559
662.109375	-15.232390
663.574219	-15.230890
665.039062	-15.184462
666.503906	-15.132194
667.968750	-15.107932
669.433594	-15.070447
670.898437	-15.050131
672.363281	-15.010623
673.828125	-14.989426
675.292969	-14.946257
676.757812	-14.907106
678.222656	-14.874861
679.687500	-14.850349
681.152344	-14.798424
682.617187	-14.763837
684.082031	-14.682101
685.546875	-14.656988
687.011719	-14.590620
688.476562	-14.546267
689.941406	-14.566493
691.406250	-14.501333
692.871094	-14.441339
694.335937	-14.403616
695.800781	-14.339020
697.265625	-14.295951
698.730469	-14.223634
700.195312	-14.158067
701.660156	-14.027315
703.125000	-13.932481
704.589844	-13.872199
706.054687	-13.822815
707.519531	-13.718135
708.984375	-13.632790
710.449219	-13.501634
711.914062	-13.402344
713.378906	-13.348868
714.843750	-13.371440
716.308594	-13.336207
717.773437	-13.405103
719.238281	-13.344171
720.703125	-13.342639
722.167969	-13.403023
723.632812	-13.444673
725.097656	-13.547066
726.562500	-13.695242
728.027344	-13.786537
729.492187	-13.857549
730.957031	-13.963897
732.421875	-14.031390
733.886719	-14.140159
735.351562	-14.166510
736.816406	-14.230729
738.281250	-14.296164
739.746094	-14.334641
741.210937	-14.329275
742.675781	-14.370539
744.140625	-14.467219
745.605469	-14.531827
747.070312	-14.583495
748.535156	-14.697794
750.000000	-14.786569
751.464844	-14.849499
752.929687	-14.848566
754.394531	-14.816746
755.859375	-14.807675
757.324219	-14.823869
758.789062	-14.908406
760.253906	-15.085575
761.718750	-15.234924
763.183594	-15.261746
764.648437	-15.292001
766.113281	-15.273074
767.578125	-15.268497
769.042969	-15.294751
770.507812	-15.352574
771.972656	-15.427966
773.437500	-15.478346
774.902344	-15.509839
776.367187	-15.544850
777.832031	-15.583446
779.296875	-15.687774
780.761719	-15.717089
782.226562	-15.736434
783.691406	-15.764384
785.156250	-15.776802
786.621094	-15.837355
788.085937	-15.905927
789.550781	-15.910900
791.015625	-15.875569
792.480469	-15.848251
793.945312	-15.847396
795.410156	-15.823541
796.875000	-15.829923
798.339844	-15.821270
799.804687	-15.847274
801.269531	-15.876796
802.734375	-15.905272
804.199219	-15.945420
805.664062	-16.023803
807.128906	-16.089433
808.593750	-16.016709
810.058594	-16.013508
811.523437	-15.990251
812.988281	-16.007226
814.453125	-15.986158
815.917969	-16.034829
817.382812	-15.968000
818.847656	-15.892651
820.312500	-15.870638
821.777344	-15.848883
823.242187	-15.852079
824.707031	-15.883786
826.171875	-15.918997
827.636719	-15.923488
829.101562	-15.821191
830.566406	-15.706470
832.031250	-15.652331
833.496094	-15.661485
834.960937	-15.665487
836.425781	-15.682887
837.890625	-15.709029
839.355469	-15.660995
840.820312	-15.585292
842.285156	-15.553211
843.750000	-15.437059
845.214844	-15.368530
846.679687	-15.251770
848.144531	-15.072892
849.609375	-14.963440
851.074219	-14.906902
852.539062	-14.822843
854.003906	-14.720787
855.468750	-14.694269
856.933594	-14.654292
858.398437	-14.629808
859.863281	-14.616036
861.328125	-14.632258
862.792969	-14.720911
864.257812	-14.779922
865.722656	-14.835606
867.187500	-14.857485
868.652344	-14.842156
870.117187	-14.872574
871.582031	-14.976067
873.046875	-15.078117
874.511719	-15.116492
875.976562	-15.145783
877.441406	-15.183484
878.906250	-15.249494
880.371094	-15.315832
881.835937	-15.352098
883.300781	-15.457370
884.765625	-15.489204
886.230469	-15.499059
887.695312	-15.558827
889.160156	-15.604945
890.625000	-15.600385
892.089844	-15.630406
893.554687	-15.644770
895.019531	-15.657829
896.484375	-15.661049
897.949219	-15.638733
899.414062	-15.642555
900.878906	-15.634869
902.343750	-15.593759
903.808594	-15.625502
905.273437	-15.741353
906.738281	-15.768944
908.203125	-15.763954
909.667969	-15.741365
911.132812	-15.740473
912.597656	-15.694883
914.062500	-15.641633
915.527344	-15.632309
916.992187	-15.619794
918.457031	-15.627323
919.921875	-15.613578
921.386719	-15.616595
922.851562	-15.601726
924.316406	-15.641107
925.781250	-15.654087
927.246094	-15.563979
928.710937	-15.540728
930.175781	-15.522229
931.640625	-15.504444
933.105469	-15.528893
934.570312	-15.523504
936.035156	-15.435019
937.500000	-15.425332
938.964844	-15.382462
940.429687	-15.389110
941.894531	-15.312656
943.359375	-15.244778
944.824219	-15.255819
946.289062	-15.287437
947.753906	-15.289783
949.218750	-15.309993
950.683594	-15.273668
952.148437	-15.170406
953.613281	-15.090493
955.078125	-15.056735
956.542969	-15.045634
958.007812	-15.072196
959.472656	-15.111009
960.937500	-15.138774
962.402344	-15.143305
963.867187	-15.115052
965.332031	-15.069476
966.796875	-15.036253
968.261719	-15.000561
969.726562	-15.012249
971.191406	-15.065470
972.656250	-15.063990
974.121094	-15.022663
975.585937	-14.959842
977.050781	-14.925161
978.515625	-14.936986
979.980469	-14.946170
981.445312	-14.931677
982.910156	-14.877084
984.375000	-14.869712
985.839844	-14.913588
987.304687	-14.934401
988.769531	-14.930792
990.234375	-14.833539
991.699219	-14.747825
993.164062	-14.730986
994.628906	-14.624443
996.093750	-14.521525
997.558594	-14.450173

