# Spectral Data
# f in Hz A in dBV
464.355469 -13.865517
465.820312 -13.837238
467.285156 -13.837388
468.750000 -13.812069
470.214844 -13.814280
471.679687 -13.803100
473.144531 -13.792068
474.609375 -13.770113
476.074219 -13.781504
477.539062 -13.794617
479.003906 -13.811562
480.468750 -13.823158
481.933594 -13.837735
483.398437 -13.858458
484.863281 -13.866255
486.328125 -13.894801
487.792969 -13.873693
489.257812 -13.869926
490.722656 -13.867346
492.187500 -13.872162
493.652344 -13.889310
495.117187 -13.897195
496.582031 -13.903849
498.046875 -13.894648
499.511719 -13.889508
500.976562 -13.883987
502.441406 -13.853021
503.906250 -13.816963
505.371094 -13.839427
506.835937 -13.857006
508.300781 -13.820530
509.765625 -13.790507
511.230469 -13.772300
512.695312 -13.724944
514.160156 -13.648361
515.625000 -13.563315
517.089844 -13.522591
518.554687 -13.432367
520.019531 -13.306062
521.484375 -13.199970
522.949219 -13.148530
524.414062 -13.098732
525.878906 -13.074825
527.343750 -13.073086
528.808594 -13.128584
530.273437 -13.219419
531.738281 -13.346660
533.203125 -13.506455
534.667969 -13.680025
536.132812 -13.872216
537.597656 -14.039095
539.062500 -14.121045
540.527344 -14.197472
541.992187 -14.290038
543.457031 -14.370574
544.921875 -14.451285
546.386719 -14.555286
547.851562 -14.664212
549.316406 -14.728651
550.781250 -14.763759
552.246094 -14.728044
553.710937 -14.630271
555.175781 -14.575663
556.640625 -14.599288
558.105469 -14.745647
559.570312 -14.945608
561.035156 -15.093082
562.500000 -15.167777
563.964844 -15.205037
565.429687 -15.224264
566.894531 -15.251722
568.359375 -15.274831
569.824219 -15.297695
571.289062 -15.341110
572.753906 -15.400537
574.218750 -15.435652
575.683594 -15.457136
577.148437 -15.485675
578.613281 -15.490840
580.078125 -15.498753
581.542969 -15.504822
583.007812 -15.474781
584.472656 -15.441190
585.937500 -15.459592
587.402344 -15.484672
588.867187 -15.521551
590.332031 -15.550092
591.796875 -15.535300
593.261719 -15.540442
594.726562 -15.534206
596.191406 -15.521738
597.656250 -15.512017
599.121094 -15.496259
600.585937 -15.505521
602.050781 -15.525478
603.515625 -15.489332
604.980469 -15.475041
606.445312 -15.498472
607.910156 -15.479400
609.375000 -15.440123
610.839844 -15.404474
612.304687 -15.339426
613.769531 -15.319142
615.234375 -15.289766
616.699219 -15.246541
618.164062 -15.224387
619.628906 -15.172448
621.093750 -15.127989
622.558594 -15.111550
624.023437 -15.098793
625.488281 -15.059893
626.953125 -15.014052
628.417969 -14.951740
629.882812 -14.886176
631.347656 -14.820297
632.812500 -14.729945
634.277344 -14.656614
635.742187 -14.570965
637.207031 -14.492214
638.671875 -14.423053
640.136719 -14.349377
641.601562 -14.271088
643.066406 -14.176852
644.531250 -14.067250
645.996094 -13.947181
647.460937 -13.837530
648.925781 -13.721442
650.390625 -13.622908
651.855469 -13.526862
653.320312 -13.477676
654.785156 -13.450152
656.250000 -13.423659
657.714844 -13.447421
659.179687 -13.475062
660.644531 -13.582721
662.109375 -13.628484
663.574219 -13.707826
665.039062 -13.797201
666.503906 -13.860761
667.968750 -13.912859
669.433594 -13.988544
670.898437 -14.040359
672.363281 -14.101573
673.828125 -14.162057
675.292969 -14.229001
676.757812 -14.216502
678.222656 -14.244398
679.687500 -14.295232
681.152344 -14.317716
682.617187 -14.327754
684.082031 -14.324483
685.546875 -14.349835
687.011719 -14.369449
688.476562 -14.380431
689.941406 -14.394601
691.406250 -14.400580
692.871094 -14.381015
694.335937 -14.409152
695.800781 -14.457162
697.265625 -14.478003
698.730469 -14.491123
700.195312 -14.526481
701.660156 -14.559084
703.125000 -14.592401
704.589844 -14.611311
706.054687 -14.618090
707.519531 -14.635436
708.984375 -14.655381
710.449219 -14.672460
711.914062 -14.724585
713.378906 -14.729287
714.843750 -14.756397
716.308594 -14.768830
717.773437 -14.780317
719.238281 -14.794109
720.703125 -14.813333
722.167969 -14.834036
723.632812 -14.888704
725.097656 -14.928528
726.562500 -14.961893
728.027344 -14.988379
729.492187 -15.019583
730.957031 -15.082822
732.421875 -15.117656
733.886719 -15.119081
735.351562 -15.128799
736.816406 -15.152591
738.281250 -15.177332
739.746094 -15.199360
741.210937 -15.225313
742.675781 -15.228173
744.140625 -15.215064
745.605469 -15.202934
747.070312 -15.230885
748.535156 -15.223810
750.000000 -15.198152
751.464844 -15.076041
752.929687 -14.867378
754.394531 -14.687699
755.859375 -14.645307
757.324219 -14.753813
758.789062 -14.942417
760.253906 -15.131748
761.718750 -15.195743
763.183594 -15.181857
764.648437 -15.167159
766.113281 -15.135545
767.578125 -15.088744
769.042969 -15.038885
770.507812 -14.972694
771.972656 -14.937998
773.437500 -14.890587
774.902344 -14.809068
776.367187 -14.730096
777.832031 -14.667745
779.296875 -14.547952
780.761719 -14.447970
782.226562 -14.400951
783.691406 -14.366796
785.156250 -14.320780
786.621094 -14.331855
788.085937 -14.359122
789.550781 -14.427865
791.015625 -14.541720
792.480469 -14.658217
793.945312 -14.755830
795.410156 -14.868972
796.875000 -14.969853
798.339844 -15.051834
799.804687 -15.154334
801.269531 -15.233349
802.734375 -15.292773
804.199219 -15.352299
805.664062 -15.423270
807.128906 -15.518469
808.593750 -15.631898
810.058594 -15.703532
811.523437 -15.714788
812.988281 -15.764438
814.453125 -15.770402
815.917969 -15.809488
817.382812 -15.853879
818.847656 -15.904475
820.312500 -15.934531
821.777344 -15.959701
823.242187 -15.968832
824.707031 -16.004521
826.171875 -16.011148
827.636719 -15.997603
829.101562 -16.017642
830.566406 -16.038706
832.031250 -16.089245
833.496094 -16.080362
834.960937 -16.100063
836.425781 -16.116341
837.890625 -16.113755
839.355469 -16.120453
840.820312 -16.126907
842.285156 -16.127852
843.750000 -16.110194
845.214844 -16.090892
846.679687 -16.095004
848.144531 -16.076038
849.609375 -16.028352
851.074219 -15.799283
852.539062 -15.436943
854.003906 -15.191048
855.468750 -15.104776
856.933594 -15.186292
858.398437 -15.428185
859.863281 -15.739545
861.328125 -15.950102
862.792969 -16.025449
864.257812 -16.034530
865.722656 -16.007516
867.187500 -15.961047
868.652344 -15.902111
870.117187 -15.829222
871.582031 -15.754673
873.046875 -15.716194
874.511719 -15.694562
875.976562 -15.659212
877.441406 -15.621526
878.906250 -15.599733
880.371094 -15.565716
881.835937 -15.551222
883.300781 -15.562498
884.765625 -15.532753
886.230469 -15.467556
887.695312 -15.421785
889.160156 -15.341757
890.625000 -15.283292
892.089844 -15.207176
893.554687 -15.147610
895.019531 -15.070186
896.484375 -14.946816
897.949219 -14.823093
899.414062 -14.749311
900.878906 -14.686024
902.343750 -14.610228
903.808594 -14.487092
905.273437 -14.365865
906.738281 -14.265327
908.203125 -14.156753
909.667969 -14.075426
911.132812 -14.000932
912.597656 -13.956787
914.062500 -13.943982
915.527344 -13.962732
916.992187 -13.991856
918.457031 -14.043238
919.921875 -14.039422
921.386719 -14.052556
922.851562 -14.103051
924.316406 -14.136733
925.781250 -14.216822
927.246094 -14.295622
928.710937 -14.361802
930.175781 -14.403763
931.640625 -14.452050
933.105469 -14.506171
934.570312 -14.572555
936.035156 -14.646006
937.500000 -14.725074
938.964844 -14.777822
940.429687 -14.816002
941.894531 -14.856926
943.359375 -14.897443
944.824219 -14.949587
946.289062 -15.017854
947.753906 -15.095573
949.218750 -15.146074
950.683594 -15.159279
952.148437 -15.108893
953.613281 -15.037326
955.078125 -14.965295
956.542969 -14.999358
958.007812 -15.144328
959.472656 -15.325438
960.937500 -15.445549
962.402344 -15.469093
963.867187 -15.514895
965.332031 -15.554472
966.796875 -15.615324
968.261719 -15.684311
969.726562 -15.717880
971.191406 -15.744270
972.656250 -15.725927
974.121094 -15.769095
975.585937 -15.816503
977.050781 -15.836490
978.515625 -15.842746
979.980469 -15.855846
981.445312 -15.873752
982.910156 -15.881763
984.375000 -15.879912
985.839844 -15.898695
987.304687 -15.946390
988.769531 -15.960040
990.234375 -15.990263
991.699219 -16.037982
993.164062 -16.044649
994.628906 -16.048308
996.093750 -16.045975
997.558594 -16.066030
